,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
6434,6434,mnxR2FYb06o,UCkKV0Bbk63kTm2ehJzB3WTQ,"Muchas gracias amigo, que hermosa forma de educar, es tan interactivo e ilustrativos sus videos, Muchas gracias.",mucha gracia amigo hermosa forma educar interactivo ilustrativo video mucha gracia,[0. 0. 0. ... 0. 0. 0.],1.0
6435,6435,mnxR2FYb06o,UCieDWeam_p6TezcTEfjEjnw,"Por poner una aclaración ... los romanos estuvieron desde el 753 AC hasta el 1453 DC, no el 476 DC como indica el video.",poner aclaraci romano indica video,[0. 0. 0. ... 0. 0. 0.],0.0
6436,6436,mnxR2FYb06o,UCxDeVkJdNJf0pZPTlpCRALA,Matemáticas 🧮: (ciencias) quizá el sea tu padre muchacho (filosofía) pero yo fui quien te crío,matem tica ciencia quiz padr muchacho filosof,[0. 0. 0. ... 0. 0. 0.],0.0
6437,6437,mnxR2FYb06o,UCvMVAdd9PeeeZSraFZ-fAOQ,Gracias muy interesante,gracia interesant,[0. 0. 0. ... 0. 0. 0.],1.0
6438,6438,mnxR2FYb06o,UCM6zdQX0DHK6XWfX8L0ggTQ,"Me llamó la atención, ¿ya no se dice ""a. C."" (antes de Cristo) o ""d. C."", (después de Cristo? 🤔",llam atenc dice cristo despu cristo,[0. 0. 0. ... 0. 0. 0.],0.0
6439,6439,mnxR2FYb06o,UCj_c5mS_clBWy4SJfKV_ftg,"♪♪♪Griegos,romanos,son todos humanos ♪♪♪",griego romano humano,[0. 0. 0. ... 0. 0. 0.],0.0
6440,6440,mnxR2FYb06o,UCqvrxK8xhIqEw2vzV8ZWJ2Q,"Con antes de nuestra era te refieres a antes de Cristo, el rey del universo,  Dios hecho hombre",refier cristo universo dio hecho hombr,[0. 0. 0. ... 0. 0. 0.],0.0
6441,6441,mnxR2FYb06o,UC5pygNenyB-vq1x4U7vWJhw,Exelente Información ‼️,exelent informaci,[0. 0. 0. ... 0. 0. 0.],0.0
6442,6442,mnxR2FYb06o,UCW3Kz9sJN6RfC2xn5GHBayw,Wooo exelente investigación 😮,wooo exelent investigaci,[0. 0. 0. ... 0. 0. 0.],1.0
6443,6443,mnxR2FYb06o,UCYxSYCSJds9QStsRH6OQYqA,Cuantas veces piensas en el Imperio Romano?,cuanta vece piensa imperio romano,[0. 0. 0. ... 0. 0. 0.],0.0
6444,6444,mnxR2FYb06o,UCvmlnzEP6BPZAv0M70A-USQ,A ver si asi aprenden a diferenciar a los latinos de los latinoamericanos,aprenden diferenciar latino latinoamericano,[0. 0. 0. ... 0. 0. 0.],0.0
6445,6445,mnxR2FYb06o,UClmZzN8qMExvkbRl9yo5JnQ,"¡Muchas gracias, Curiosamente! Otro gran video.

Creo que vale la pena hacer algunas precisiones:
1. Hubo una importante influencia griega en todo el Mediterráneo desde el s. VIII a. n. e., por lo que las similitudes entre griegos y latinos también se explican porque los últimos no solo adoptaron mucho de la cultura griega tras haberla conquistado, sino desde mucho antes.
2. Los latinos no se aliaron con los etruscos, sino que estos, una sociedad urbana en Italia bastante avanzada y ya muy influenciada por los griegos, conquistaron a los latinos. 
3. El dios germánico que proviene del indoeuropeo *dyeu-peter o *deiwos es Tiwaz (primero un dios celestial y luego dios de la guerra), no Thor. Thor viene de la palabra protogermánica para ""trueno"".
4. Al abordar este tema, se suele dejar fuera el Imperio romano de Oriente. La cultura romana no desapareció con la desarticulación gradual del Imperio de Occidente, ya que la parte oriental (mayormente griega, por cierto) sobrevivió por otros mil años. Lo cual es fascinante porque es una especie de segundo esplendor de Grecia o, como alguien en otro comentario apuntó, el periodo que más podemos considerar ""grecorromano"": las instituciones romanas en territorio, lengua y cultura griegas.
5. Creo que hay que usar con cuidado la palabra ""inventar"", pues da la impresión de que los romanos fueron los primeros y los únicos en crear muchos de estos grandes desarrollos. No lo fueron: no hay que olvidar a Persia, India, China, Kush, Etiopía, Mesoamérica, los Andes y tantas otras regiones.",mucha gracia curiosament gran video creo vale pena hacer precision important influencia griega mediterr viii similitud griego latino tambi explican ltimo solo adoptaron cultura griega tra haberla conquistado sino latino aliaron etrusco sino sociedad urbana italia bastant avanzada influenciada griego conquistaron latino dio germ nico provien indoeuropeo dyeu peter deiwo tiwaz primero dio celesti luego dio guerra thor thor vien palabra protogerm nica trueno abordar tema suel dejar imperio romano orient cultura romana desapareci desarticulaci gradual imperio occident part orient mayorment griega cierto sobrevivi fascinant especi segundo esplendor grecia alguien comentario apunt periodo podemo considerar grecorromano institucion romana territorio lengua cultura griega creo usar cuidado palabra inventar pue impresi romano primero nico crear grand desarrollo olvidar persia india china kush etiop mesoam rica and tanta region,[0. 0. 0. ... 0. 0. 0.],0.0
6446,6446,mnxR2FYb06o,UCc4FkVG8Y9kWLsj4XJc_vJg,Adoro estos videos❤,adoro video,[0. 0. 0. ... 0. 0. 0.],0.0
6447,6447,t-y20PO8PfY,UC1c9lb48o5Jx2a7yn5kRbAA,Excelente este tipo,excelent tipo,[0. 0. 0. ... 0. 0. 0.],1.0
6448,6448,t-y20PO8PfY,UCmVnEx5D_N_hoyXjKIV8wfA,"El humor de Ballarta no es para cualquiera y menos para los españoles cuando para ellos ""gilipollas"" es un insulto.",humor ballarta cualquiera meno espa ole gilipolla insulto,[0. 0. 0. ... 0. 0. 0.],-1.0
6449,6449,t-y20PO8PfY,UC3WowVoVi0jPYOTJsMoF2rA,bien...!!!,bien,[0. 0. 0. ... 0. 0. 0.],0.0
6450,6450,t-y20PO8PfY,UCvWI8E7YPJcqnPbFQ9YBAtw,Ustedes mataron a nuestro rey.,usted mataron,[0. 0. 0. ... 0. 0. 0.],0.0
6451,6451,t-y20PO8PfY,UCuwNq5KVd6grPc2JXBVNIdg,"El monólogo iba muy bien, pero el chiste de mataron a nuestro rey no pegó porque nadie lo entendió, y de hecho tendrían que ser mexicanos para entenderlo.",logo bien chist mataron nadi entendi hecho tendr mexicano entenderlo,[0. 0. 0. ... 0. 0. 0.],-1.0
6452,6452,t-y20PO8PfY,UCTpvpupT8b3FQJAm6XapQsA,"Sobre lo de Juan Carlos, ha tenido que venir un mejicano a decirnos algo que nosotros deberíamos decir por la calle a voces de una maldita vez!!😆😅",juan carlo venir mejicano decirno deber amo decir call voce maldita,[0. 0. 0. ... 0. 0. 0.],0.0
6453,6453,t-y20PO8PfY,UCycue3vt5nIvX3I9S053SqA,"Solos los mexicanos saben reírse de ellos mismos, los otros países no pueden. Se ofenden y lo toman personal. Que público tan serio. El Carlos Ballarta si es profeta en su propia tierra 😂😂😂",solo mexicano saben mismo pueden ofenden toman person blico serio carlo ballarta profeta propia tierra,[0. 0. 0. ... 0. 0. 0.],-1.0
6454,6454,t-y20PO8PfY,UCb5RH0heOfr3ZUMphTEDkiQ,"""No pegó""",,[0. 0. 0. ... 0. 0. 0.],
6455,6455,t-y20PO8PfY,UCtx-eMFPdNlOBaa4BXRl-sQ,"Wey, que enojo que esos qlros sólo se ríen con los chistes más primer munditas, no se merecen al precioso Carlos, San Vicente Chicoloapan es mucho para España",enojo qlro chist primer mundita merecen precioso carlo vicent chicoloapan espa,[0. 0. 0. ... 0. 0. 0.],1.0
6456,6456,t-y20PO8PfY,UCj3Pnd2PNg9epuFyaNlnxaw,el rey le genera mas dinero a la economia española de lo que consume.,genera dinero economia espa consum,[0. 0. 0. ... 0. 0. 0.],0.0
6457,6457,t-y20PO8PfY,UCoCZC7LF6gfjx0MYvIoL7bQ,Buena pregunta.,buena pregunta,[0. 0. 0. ... 0. 0. 0.],0.0
6458,6458,t-y20PO8PfY,UCDbErPfstUDZxU7eINQOBdQ,"Como Español, a veces al escuchar a humoristas de otros paises, me es difícil encontrar la gracia en algunos chistes. Hace meses que veo monólogos de Carlos Ballarta y me parece brutalmente bueno, mejor incluso que muchos humoristas de aquí, y además sus monólogos sobre la iglesia católica  me parecen geniales. Dicho esto, este monologo esta bien, pero no representa fielmente el humor de Carlos. Creo que ha venido a España con cierto temor de que su humor negro y acido no fuera aceptado, y tiene que pensar que si lo hemos querido traer aquí es para que de a conocer su humor, no para modificarlo por miedo a no aceptarlo. Mucha suerte por que es un crack y se lo merece, y a seguir siendo Carlos Ballarta.",espa vece escuchar humorista pais encontrar gracia chist hace mese logo carlo ballarta parec brutalment bueno mejor incluso humorista adem logo iglesia lica parecen genial dicho monologo bien representa fielment humor carlo creo venido espa cierto temor humor negro acido aceptado pensar querido traer conoc humor modificarlo miedo aceptarlo mucha suert crack merec seguir siendo carlo ballarta,[0. 0. 0. ... 0. 0. 0.],1.0
6459,6459,t-y20PO8PfY,UCKL-C24eWbqSzTncgBtGM5A,"Soy español y Carlos Ballarta junto al colombiano Camilo Sánchez son dos de mis cómicos favoritos. Aquí la comedia no está en su mejor momento, ya no se pueden hacer chistes sin que se ofenda alguien. Una pena.",espa carlo ballarta junto colombiano camilo nchez mico favorito comedia mejor momento pueden hacer chist ofenda alguien pena,[0. 0. 0. ... 0. 0. 0.],1.0
6460,6460,t-y20PO8PfY,UCvM3Ra7rzB90Dk51kN-euNA,"Es un genio y que vaya que tiene pantalones hajaja, estos religiosos que no saben ni en que creen y viven  manipulados y cegados pero bueno, cada quien se respeta la decision de cada quien",genio vaya pantalon hajaja religioso saben creen viven manipulado cegado bueno cada respeta decis cada,[0. 0. 0. ... 0. 0. 0.],-1.0
6461,6461,t-y20PO8PfY,UCZMO2AxBgD7bmaartx98PuQ,"No hay un solo show d este tipi q no blasfeme de Dios ,el propio MK ultra y la gente se rie..",solo show tipi blasfem dio propio ultra gent,[0. 0. 0. ... 0. 0. 0.],-1.0
6462,6462,t-y20PO8PfY,UCJu5CNaEYNvkfrTfeuHvQUw,Hacía calor?,calor,[0. 0. 0. ... 0. 0. 0.],0.0
6463,6463,t-y20PO8PfY,UCmfD97DFyhjtP0qMBKoGL9A,Se avento chistes muy difíciles y el de la matanza de los reyes no le dio risa a nadie sudo mas que puerco 🐖,avento chist cile matanza rey risa nadi sudo puerco,[0. 0. 0. ... 0. 0. 0.],-1.0
6464,6464,t-y20PO8PfY,UCY3BzeJB9VkML6JbDwq-9PA,No se... Igual deberían llamarlo más a España a él y no estar llenando la parrilla con chistes malos de Vaquero o Eva Soriano...,igual deber llamarlo espa llenando parrilla chist malo vaquero soriano,[0. 0. 0. ... 0. 0. 0.],-1.0
6465,6465,t-y20PO8PfY,UC9K5KedTq82PBumnppnOmiw,"españoles mojigatos como es que no se rieron del hecho de que mataron a nuestro rey... fue el mejor chiste de este video... como Mexicano lo digo, hay que saberse reir incluso de las verdades que duelen",espa ole mojigato rieron hecho mataron mejor chist video mexicano digo sabers reir incluso verdad duelen,[0. 0. 0. ... 0. 0. 0.],0.0
6466,6466,t-y20PO8PfY,UCpGLobVFv554K2pqUYAbAbg,Pesimo...  carlitos dejo la gracia hace tres años. Ya solo hace política no comedia.,pesimo carlito dejo gracia hace tre solo hace tica comedia,[0. 0. 0. ... 0. 0. 0.],-1.0
6467,6467,EVYFMtNGx2w,UCV5VmIXswmkhL4njiehxh_g,"Las economías se dolarizan  porque los desgobiernos zurdos  empobrecedores,  imprimen como si no hubiera mañana con tal de generar el mayor clientelismo político, la mayor dependencia  de los ciudadanos .
Todas las experiencias de dolarizacion han sido exitosas.  La moneda es lo de menos,  es el USD por dos razones esenciales..:
1 es la mayor y más importante moneda de intercambio comercial global.
2 porque  es la moneda que impacta la economía de la mayoría de países ya sea por la dinámica comercial directa como es el caso panameño, o porque las mayoría de remesas se hacen en esa moneda.  
Además,  para LATAM es una bendición que la moneda hegemónica sea dominada por un país del continente con real e histórica tradición de  incidencia en todos los países del continente.
Para ser honestos,  los gringos no han obligado ni presionado a nadie para la dolarizacion ,  los que lo han hecho y lo harán,  lo decidieron por sí solos,  hartos del empobrecimiento  inflacionario de zurdos y centros que han destruido las economías de la región. A excepción de Chile,  por las razones ya conocidas,  cuya moneda fue muy fuerte  luego del derrocamiento de la Dictadura Marxista de Allende.",econom dolarizan desgobierno zurdo empobrecedor imprimen generar mayor clientelismo tico mayor dependencia ciudadano toda experiencia dolarizacion sido exitosa moneda meno razon esencial mayor important moneda intercambio comerci global moneda impacta econom mayor mica comerci directa caso panam mayor remesa hacen moneda adem latam bendici moneda hegem nica dominada continent real hist rica tradici incidencia continent honesto gringo obligado presionado nadi dolarizacion hecho decidieron solo harto empobrecimiento inflacionario zurdo centro destruido econom regi excepci chile razon conocida cuya moneda fuert luego derrocamiento dictadura marxista allend,[0.         0.         0.         ... 0.18188169 0.         0.        ],-1.0
6468,6468,EVYFMtNGx2w,UCf4tIa5z9MHdJxaY2mDlPMw,Pregunta: ¿Esto es análogo al fundamentalismo islámico?,pregunta logo fundamentalismo mico,[0. 0. 0. ... 0. 0. 0.],-1.0
6469,6469,EVYFMtNGx2w,UCV5VmIXswmkhL4njiehxh_g,"Que lastima que mencione eventos históricos inexactos,  como por ejemplo la financiación al pronunciamiento militar en Chile en contra de la Dictadura Marxista de Salvador Allende.  Ese financiamiento fue ocho veces inferior al financiamiento de Moscú y La Habana al régimen de Allende. 
Otro dato falso..:   La  invasión de Granada no tuvo nada que ver con derrocar a Maurice Bishop por la sencilla razón de que éste ya había sido derrocado y asesinado por   por sus propios cercanos , en un caso de lucha interna por el Poder tan común  en los regímenes marxistas.

En general la Doctrina Monroe no difiere mucho de las otras doctrinas imperiales  de las antiguas metrópolis como España,  o  la Unión Soviética  que durante  sus setenta años  invadió, ocupó países vecinos  para imponer su régimen marxista sino que entrenó financió a  todos los grupos marxistas de todo el mundo,  la mayoría terroristas.",lastima mencion evento hist rico inexacto ejemplo financiaci pronunciamiento militar chile dictadura marxista salvador allend financiamiento ocho vece inferior financiamiento mosc habana gimen allend dato falso invasi granada derrocar mauric bishop sencilla sido derrocado asesinado propio cercano caso lucha interna poder mene marxista gener doctrina monro difier doctrina imperial antigua metr poli espa sovi tica setenta invadi ocup vecino impon gimen marxista sino entren financ grupo marxista mundo mayor terrorista,[0. 0. 0. ... 0. 0. 0.],-1.0
6470,6470,EVYFMtNGx2w,UCh3My3ahssU3InbrE_AcpQw,"MUY INTERESANTE DOS VECES ESCUCHADO, PORQUE TIENE MUCHOS DATOS, SALUDOS SANTIAGO",interesant vece escuchado dato saludo santiago,[0. 0. 0. ... 0. 0. 0.],1.0
6471,6471,EVYFMtNGx2w,UCDzNWeQuAFYAZ6KWyfYd31w,"..y que opina este hombre sobre la plandemia?...o cree que fue pandemia?...es borregomatrix?... no se quire mojar?...le gustaria que le pongan dinero controlable digital ?...le gustaria la ciudad 15 minutos?...no se sabe...cuentos...menos ""geopolitica"" e historia oficial y mas historia ocultada...",opina hombr plandemia cree pandemia borregomatrix quir mojar gustaria pongan dinero control digit gustaria ciudad minuto sabe cuento meno geopolitica historia ofici historia ocultada,[0. 0. 0. ... 0. 0. 0.],-1.0
6472,6472,EVYFMtNGx2w,UC75LVtqnRgeIz5PtiK2Sffw,"Saludos la doctrina Monroe ha sido anudada para imponer  intervenciones militares contra los países débiles de Sudamérica  y  ka expansión colonial de la economía  contra la democracia latinoamericana  Debe reemplazarse por la doctrina latinoamericana  que supone que  cualquier tratado debe legitimarse  por la potestad de las naciones latinoamericanas  expresada. Por referéndum  educado y estudiado oír voto universal mandatorio  de toda l población  latinoamericana  esto reconoce  que el voto de la población  potential a nacer  conserva sus derechos de propiedad privada común no estatal  de todos los recursos naturales de las naciones  latinoamericanas  y otros derechos inalienables de la población a nacer  derechos entendidos  a estar por encima  de las leyes y sistemas de justicia de compacto y consentimiento  esto atañe a bases militatares contratos de privatización  y de libre comercio que no contemplen la soberanía de la potestad de la nación  como igual en poder mandatorio  y vinculante a sus Estados latinoamericanos  constituyentes  potestad igual al estado constitucional  que establece la vid génica de la potestad de la nación con instituciones judiciales de derechos fundacionales  económico de propiedad privada común  y política de instituciones piramidales  par así contrarrestar el poder económico mediático y militar de lis Estados Unidos que contradicen en su intención manifiesta  el espíritu de protección de derechos de los países sudamericanos y cobvierye a Estados Unidos oír intención. Y práctica un verdugo cuyo látigo  esclaviza  los derechos latinoamericanos en nombre del derecho la libertad y la democracia  La potestad de la nación expresada en referéndum es necesario y mandatorio para set vinculante. Incluye. La autorización de bases militares  la restricción de los contratos de privatización  a u. Cincuenta oír ciento de propiedad  de las empresas privatizadas  siendo por derecho inalienable fuera de la esfera de jurisdicción  jurídica   Propietario  privado común de toda la economía en los territorios  latinoamericanos con el objeto de proteger el capital creado y dejarlo en Latinoamérica  en vez de escurrirlo hacia los gravicentros económicos  de occidente  y devolverlo a Latinoamérica como
Propiedad privada individual  en forma de empréstitos generados por instituciones creadas con este propósito como el banco mundial   iMF y otros  la potestad de la nación es siempre propietaria del cincuenta oír ciento de cualquier empresa privatizada  o  pública estatal  y el capital de ganancia creado se distribuye igualmente  entre ambos propietarios  y hace que la nación tenga representación en las juntas directivas de estás empresas  bajo  gestión exclusiva del propietario inversor  no de la la nación el otro propietario  esto mantiene el espíritu de la doctrina Monroe  de impedir la colonización de tierras latinoamericanas  y la obligación  estadounidense de defender militarmente la independencia y los derechos no coloniales de Latinoamérica  Señor  Armesilla  la doctrina Monroe  ha sido creada y difundida por las iglesias calvinistas  cuya supremacía  racial es fundamental en el espíritu del protestantismo. A diferencia de  la universalidad  e igualdad  católicas que asume que no hay razas superiores hijos De Dios privilegiados  y escogidos por Dios  y de esta manera obliga a kas naciones  a moverse dentro de parámetros éticos que el pulpo fonanciero internacional no tiene y la doctrina del darwinismo pragmático de las políticas  y leyes anglosajonas tampoco  La doctrina Monroe  que establece que las naciones. Latinoamericanas no deben ser objetos de colonización  política y económica de ningún poder europeo “ y de Estados Unidos  valga  esta adición )  el capital  creado por las naciones latinoamericanas  oír el uso de sus recursos económicos. Su mercado de consumo  y su fuerza de trabajo vivo  La explotación colonial sudamericana es una forma de esclavos no y debe cambiarse en el nuevo orden mundial  por la implementación de la nueva doctrina Monroe latinoamericana modificada  América para lis americanos no significa  propiedad de los estadounidenses. Esta es una propiedad común inalienable y su falta de implementación  es  un atropello contra los derechos inalienables  La nueva junta de naciones latinoamericanas debe  esgrimir estos principios fundacionales como un instrumento que  module  las relaciones económico militares de Latinoamérica con cualquier país del mundo",saludo doctrina monro sido anudada impon intervencion militar bile sudam rica expansi coloni econom democracia latinoamericana debe reemplazars doctrina latinoamericana supon cualquier tratado debe legitimars potestad nacion latinoamericana expresada refer ndum educado estudiado voto univers mandatorio toda poblaci latinoamericana reconoc voto poblaci potenti nacer conserva derecho propiedad privada estat recurso natural nacion latinoamericana derecho inalien poblaci nacer derecho entendido encima ley sistema justicia compacto consentimiento base militatar contrato privatizaci libr comercio contemplen soberan potestad naci igual poder mandatorio vinculant latinoamericano constituyent potestad igual constitucion establec nica potestad naci institucion judicial derecho fundacional econ mico propiedad privada tica institucion piramidal contrarrestar poder econ mico medi tico militar unido contradicen intenc manifiesta ritu protecci derecho sudamericano cobviery unido intenc ctica verdugo cuyo tigo esclaviza derecho latinoamericano nombr derecho libertad democracia potestad naci expresada refer ndum necesario mandatorio vinculant incluy autorizaci base militar restricci contrato privatizaci cincuenta ciento propiedad empresa privatizada siendo derecho inalien esfera jurisdicci dica propietario privado toda econom territorio latinoamericano objeto proteg capit creado dejarlo latinoam rica escurrirlo hacia gravicentro econ mico occident devolverlo latinoam rica propiedad privada individu forma empr stito generado institucion creada prop sito banco mundial potestad naci siempr propietaria cincuenta ciento cualquier empresa privatizada blica estat capit ganancia creado distribuy igualment ambo propietario hace naci representaci junta directiva empresa bajo gesti exclusiva propietario inversor naci propietario mantien ritu doctrina monro impedir colonizaci tierra latinoamericana obligaci estadounidens defend militarment independencia derecho colonial latinoam rica armesilla doctrina monro sido creada difundida iglesia calvinista cuya supremac racial fundament ritu protestantismo diferencia universalidad igualdad lica asum raza superior hijo dio privilegiado escogido dio manera obliga nacion movers dentro metro tico pulpo fonanciero internacion doctrina darwinismo pragm tico tica ley anglosajona tampoco doctrina monro establec nacion latinoamericana deben objeto colonizaci tica econ mica ning poder europeo unido valga adici capit creado nacion latinoamericana recurso econ mico mercado consumo fuerza trabajo vivo explotaci coloni sudamericana forma esclavo debe cambiars nuevo orden mundial implementaci nueva doctrina monro latinoamericana modificada rica americano significa propiedad estadounidens propiedad inalien falta implementaci atropello derecho inalien nueva junta nacion latinoamericana debe esgrimir principio fundacional instrumento modul relacion econ mico militar latinoam rica cualquier mundo,[0. 0. 0. ... 0. 0. 0.],0.0
6473,6473,EVYFMtNGx2w,UCY4K_CY3X6DJSrQeS_dFv5w,"Santiago para cuando nos vas a dar tu visión siempre a tener en cuenta sobre la situación entre Palestina e Israel,",santiago visi siempr tener cuenta situaci palestina israel,[0. 0. 0. ... 0. 0. 0.],0.0
6474,6474,EVYFMtNGx2w,UCCrissdpmVcUrgneEpAUavQ,"Soy Mexicano que trabaja en los Estados Unidos junto a hermanos de todas las banderas de Latinoamérica 
Todos compartimos la misma historia de vida, aun que pueda que suene ridículo
Es cierto… 
Estamos aquí por carencias en nuestras tierras, ya sean económicas o de seguridad salimos decididos a trabajar como nunca y en la mayoría de los casos se cumple lo acordado 
-Se cumplen las jornadas de 14 horas 6 días a la semana 
-Se cumplen los pagos de impuestos 
-Se cumplen los pagos de renta en los peores barrios de algunas ciudades grandes 
-Se cumple el buen comportamiento ante la ley, aunque algunos ciudadanos estadounidenses incitan a romperles el hocico por sus comportamiento de superioridad 
Aún así aguantamos… 
Para que al pasar de los años se de cuenta uno, que ninguno de nosotros los “Latinoamericanos” vamos a gozar de una jubilación, un sistema de salud digno, una casa en buenas condiciones, buenas universidades para nuestros hijos, porque están fuera de nuestro  alcance 
Porque NOSTROS tanto como nuestros PAÍSES DE ORIGEN  sólo somos un medio para que el anglosajón gocé de su America para los Americanos

Un abrazo Santiago Armesilla gracias por crear conciencia y darnos la información necesaria para odiar a quienes han explotado y dividido a todos los hispanohablantes 
Un saludo hasta La Patria Madre",mexicano trabaja unido junto hermano toda bandera latinoam rica compartimo misma historia vida pueda suen culo cierto carencia tierra econ mica seguridad salimo decidido trabajar nunca mayor caso cumpl acordado cumplen jornada hora semana cumplen pago impuesto cumplen pago renta peor barrio ciudad grand cumpl buen comportamiento aunqu ciudadano estadounidens incitan romperl hocico comportamiento superioridad aguantamo pasar cuenta ninguno latinoamericano vamo gozar jubilaci sistema salud digno casa buena condicion buena universidad hijo alcanc nostro origen medio anglosaj america americano abrazo santiago armesilla gracia crear conciencia darno informaci necesaria odiar explotado dividido hispanohablant saludo patria madr,[0. 0. 0. ... 0. 0. 0.],0.0
6475,6475,EVYFMtNGx2w,UCYjLZ-NkovyEDjVhkt_wwTg,"Discovery Chanel , es el mayor organo propagandistico y de manipulacion informafiva anglosajón, en lo que son expertos. Y lo exportan a todo el mundo, y asi transmiten soterradamente su ideologia y mentalidad",discoveri chanel mayor organo propagandistico manipulacion informafiva anglosaj experto exportan mundo transmiten soterradament ideologia mentalidad,[0. 0. 0. ... 0. 0. 0.],-1.0
6476,6476,EVYFMtNGx2w,UC99bIfaqZRwx3ighUQbzzjw,"""...son parte fundamental para entender la politica exterior de EEUU hasta nuestros dias... No voy a poner ejemplos actuales pero creo que a algunos se les vendra a la cabeza uno que otro.""

Que conveniente.",part fundament entend politica exterior eeuu dia poner ejemplo actual creo vendra cabeza convenient,[0. 0. 0. ... 0. 0. 0.],0.0
6477,6477,EVYFMtNGx2w,UCCd9BMPl1PCrXtXZ96TqJSw,"Causa risa que Tomás diga en la ponencia del libro de Paloma que el imperio estadounidense puede ser generador por lo construido en Israel. Estaba ausente el día de tu ponencia no Santiago? Magnífica exposición, aupa vanguardia española.",causa risa diga ponencia libro paloma imperio estadounidens pued generador construido israel ausent ponencia santiago magn fica exposici aupa vanguardia espa,[0. 0. 0. ... 0. 0. 0.],-1.0
6478,6478,EVYFMtNGx2w,UCjNGlAwwzhWpCM217W8ghJg,"Santiago está sorprendido porque  ""el latinoamericanismo""  desconfía de los europeos 😂
Jolín,  Santiago,  europa ha expoliado a todos los países del planeta 🌏. 
No olvideís que Estados Unidos es una colonia Europea que se adueña del nombre de el continente...pero son Europeos,  así cómo Mbape es africano. 
Tendrá pasaporte 🛂 Francés,  pero su origen es y será 
África 🌍 
Vosotros sois ricos desde que inició su proceso de expolio. 
Llegó la revolución
 industrial 🏭,  
Fué,  por lo tanto inútil la mano de obra esclava y  adaptaron su expolio,  ahora robaban la materia prima,  la convertían en productos que nos vendían, asegurando su riqueza. 
Y, aún estamos ahí. 
América latina y África no tenemos la posibilidad de generar tecnología ⚙ 
Con la  ayuda de nuestros corruptos mandatarios 
Y la eterna deuda que tenemos con ustedes qué termina en bancos ingleses en la cuenta de el mismo mandatario al que Vosotros le prestasteís el dinero. 
Santiago...
¿Ahora os  queda claro porqué miramos con mucha desconfianza a ustedes los europeos?
Incluso,  entre Vosotros mismos os traicionaís,  mirad lo que  hicisteís con Rusia 🇷🇺",santiago sorprendido latinoamericanismo desconf europeo santiago europa expoliado planeta olvid unido colonia europea adu nombr continent europeo mbape africano tendr pasaport franc origen frica rico inici proceso expolio lleg revoluci industri mano obra esclava adaptaron expolio ahora robaban materia prima convert producto vend asegurando riqueza rica latina frica posibilidad generar tecnolog ayuda corrupto mandatario eterna deuda usted termina banco ingles cuenta mismo mandatario prestast dinero santiago ahora queda claro porqu miramo mucha desconfianza usted europeo incluso mismo traiciona mirad hicist rusia,[0. 0. 0. ... 0. 0. 0.],-1.0
6479,6479,EVYFMtNGx2w,UC0KQgZMHk-00Il6RJTKEeUw,"Claro coño esta Doctrina solamente se refiere a el país America y no para los Sudamericanos, a esos muertos de hambre comunistas si piden dinero prestado lo tendrán que pagar ya sea con dinero Americano o con petróleo, tierras o como se los quieran cobrar.
No se puede pedir dinero prestado y luego no pagar la deuda, esto no es socialismo.",claro doctrina solament refier america sudamericano muerto hambr comunista piden dinero prestado tendr pagar dinero americano petr tierra quieran cobrar pued pedir dinero prestado luego pagar deuda socialismo,[0. 0. 0. ... 0. 0. 0.],-1.0
6480,6480,EVYFMtNGx2w,UCevD2v7Nr9-C_aCqIEnvc_Q,"Arriba la iberofonia, y el socialismo saludos cordiales desde desde Centro América, El Salvador 🇸🇻",arriba iberofonia socialismo saludo cordial centro rica salvador,[0. 0. 0. ... 0. 0. 0.],1.0
6481,6481,EVYFMtNGx2w,UCdx3J1lMrR1bsI10p1HqAwQ,"Creo que hay dos errores en lo referente a Argentina. La guera civil no fue en 1848 a 1856 (?) , tal vez se refiere a 1955 (caida de Peron) . Bloqueo anglo frances de 1838 a 1940 (??). Me parece que la doctrina Drago fue una buena iniciativa CONTRA la doctrina Monroe . Dice wikipedia Por un lado, los Estados Unidos de América decidieron no intervenir de manera directa dándole la espalda a los postulados de la histórica Doctrina Monroe. En contraposición, el Estado argentino respondió de forma contundente con la posición elaborada por el Canciller Luís María Drago.
 El Ministro de Relaciones Exteriores argentino formuló su oposición a la intervención extranjera en Venezuela, rechazando la postura de cobrar deudas por la fuerza. Declaró injustificable la expedición, el bloqueo y el bombardeo de los puertos venezolanos como procedimiento de los países acreedores para obtener el pago de su deuda externa.

En el Archivo Histórico de la Cancillería, contamos con una documenta",creo error referent argentina guera civil refier caida peron bloqueo anglo franc parec doctrina drago buena iniciativa doctrina monro dice wikipedia lado unido rica decidieron intervenir manera directa ndole espalda postulado hist rica doctrina monro contraposici argentino respondi forma contundent posici elaborada cancil drago ministro relacion exterior argentino formul oposici interv extranjera venezuela rechazando postura cobrar deuda fuerza declar injustific expedici bloqueo bombardeo puerto venezolano procedimiento acreedor obten pago deuda externa archivo hist rico cancil contamo documenta,[0. 0. 0. ... 0. 0. 0.],0.0
