,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
7346,rjPWxwcoc9c,UCbXinHmaOVbjAirwX55KRNQ,"Asco de socialistas del PP. 
Miserables y traidores.",[0. 0. 0. ... 0. 0. 0.],asco socialista miser traidor,-1.0
7347,rjPWxwcoc9c,UCfMOw_879hlgyNrdZ7nB_JQ,Juanmito no es más tonto porque no entrena.😠😠😠😠😠😠.,[0. 0. 0. ... 0. 0. 0.],juanmito tonto entrena,-1.0
7348,rjPWxwcoc9c,UCv8-3VHxJBMYLXDpWtQpuPg,Qué poca vergüenza,[0. 0. 0. ... 0. 0. 0.],poca verg enza,-1.0
7349,rjPWxwcoc9c,UCry1Zih0EdOZlI-f57Lyi6g,"Éste iluminado pepero Cobarde es firme defensor del prohislamista Blas Infante!!!!!
Asco de tío 🤮🤮🤮🤮🤮🤮",[0. 0. 0. ... 0. 0. 0.],iluminado pepero cobard firm defensor prohislamista bla infant asco,-1.0
7361,KzbNd0qz4W8,UCP2jRQb7P1jY9h6FIOmqNTQ,"Creo que tenemos muchos desafíos: trampas financieras horrorosas, tarifas subsidiadas, salarios en dólares en su punto más bajo (el promedio es de 300 contra 1700 que era en los 90s) todo lo que deja este gobierno, además la gobernabilidad no la tendrá fácil, tiene que negociar y construir el poder.  Pero también tenemos oportunidades extraordinarias: unas reservas de gas y petróleo realmente importantes a terminar de desarrollar, el negocio del litio a explotar, una cosecha récord para esta temporada y grandes oportunidades en exportación de servicios y una industria agroalimentaria que podría llegar a ser enorme.  Ahora hay que estar preparados para lo peor y esperar lo mejor.",[0. 0. 0. ... 0. 0. 0.],creo desaf trampa financiera horrorosa tarifa subsidiada salario lare punto bajo promedio deja gobierno adem gobernabilidad tendr negociar construir poder tambi oportunidad extraordinaria una reserva petr realment important terminar desarrollar negocio litio explotar cosecha cord temporada grand oportunidad exportaci servicio industria agroalimentaria podr llegar enorm ahora preparado peor esperar mejor,-1.0
7364,KzbNd0qz4W8,UCIeCmtt6wlZ5YEXCFn0eSLw,Que horror el feminismo en españa,[0. 0. 0. ... 0. 0. 0.],horror feminismo espa,-1.0
7372,KzbNd0qz4W8,UCYBKkH_oSuu1wdqo8SonVcw,"Yo le he preguntado a mi padre por que se partio el culo trabajando y me ha dicho que para tener dinero para darnos un futuro a nosotros. Y da la casualidad que a ninguno al que le pregunto de esa generacion ""generosa"", ninguno me dice que se partio el culo para tenerlo todo publico controlado por politicos.",[0. 0. 0. ... 0. 0. 0.],preguntado padr partio culo trabajando dicho tener dinero darno futuro casualidad ninguno pregunto generacion generosa ninguno dice partio culo tenerlo publico controlado politico,-1.0
7380,L6lnE4rfY4g,UCoP58Edx-VcqLM32SpDMt2w,Lo siento chavistas para que ustedes tomen control de el esequibo tienen que peliar y ustedes chavistas son arruinados militarmente hablando. No van a quedarse con esequibo ya lo veran tienen que pasar sobre el comando sur. Será que pueden. Podrán hablar cualquier pendejadas como habla Moncada pero pueden ladrar lo que quieran pero jamás van a tener el esequibo.,[0. 0. 0. ... 0. 0. 0.],siento chavista usted tomen control esequibo peliar usted chavista arruinado militarment hablando quedars esequibo veran pasar comando pueden podr hablar cualquier pendejada habla moncada pueden ladrar quieran tener esequibo,-1.0
7383,L6lnE4rfY4g,UCh9bXyVetTWyVtT_js63kmQ,Exelente ponencia como dice el amigo no dudo del profesor para nada pero en que cambia la realidad ? bueno es desee mi perspectiva pero yo creo que ya esta perdido de forma diplomatica la cocción que nos queda fue la planteada x el general perez ocea el plomo ! La gran pregunta es ! estaremos preparadoa para defender lo nuestro ?  si la respuesta es que lo estamos no perdamos mas tiempo y a las armas no dejar tiempo a reacción x que ya perdimos,[0. 0. 0. ... 0. 0. 0.],exelent ponencia dice amigo dudo profesor cambia realidad bueno dese perspectiva creo perdido forma diplomatica cocci queda planteada gener perez ocea plomo gran pregunta preparadoa defend respuesta perdamo tiempo arma dejar tiempo reacci perdimo,-1.0
7385,L6lnE4rfY4g,UCIOxKXz8iZzP1uWkZUHhDQw,"126 comentarios a 20231203:1545 PM --- Qué cátedra demostrando quién es quién. Felicitaciones compañero Moncada.  Y por fin encuentro alguien que señala que no puede existir imperialismo sin que haya traidores que le sirvan, no es algo de mera imposición externa. Faltó recordar lo que le dijo nuestro Padre Libertador al yanqui que le ""solicitaba"" soltar al ""contrabandista"" gringo que le estaba llevando armas a los españoles, según narró Chávez.  Hay que tener bajo la lupa {y mejor si aprisionados} a estos traidores a la Patria, mientras se hace la recuperación del territorio hasta el Esequibo. El imperialismo está en estos momentos en ""jaque"" .... apoyar la recuperación de Palestina de todo su territorio expoliado es justo, y luego debiera haber reciprocidad de todos los pueblos del globo -",[0. 0. 0. ... 0. 0. 0.],comentario tedra demostrando felicitacion compa moncada encuentro alguien pued existir imperialismo traidor sirvan mera imposici externa falt recordar dijo padr libertador yanqui solicitaba soltar contrabandista gringo llevando arma espa ole narr tener bajo lupa mejor aprisionado traidor patria mientra hace recuperaci territorio esequibo imperialismo momento jaqu apoyar recuperaci palestina territorio expoliado justo luego debiera haber reciprocidad pueblo globo,-1.0
7387,L6lnE4rfY4g,UCSR_qb3KqlvYRl78bbMTixw,La mayoria de los Escuálidos apátridas no entienden esto por más que se lo explique y los pocos que entienden se arrodillan ante los Yankees 😂😂😂😂😂,[0. 0. 0. ... 0. 0. 0.],mayoria escu lido trida entienden expliqu poco entienden arrodillan yanke,-1.0
7389,L6lnE4rfY4g,UCiTM_45RrzU4bJPvPOz56Hw,"Los malandros de la cuarta 
República Disen gue no botan por gue es botar por maduro pero viven pendientes de los bonos de la😢😢bolsa de mercado y de la me disina gue da el gobierno",[0. 0. 0. ... 0. 0. 0.],malandro cuarta blica disen botan botar maduro viven pendient bono bolsa mercado disina gobierno,-1.0
7397,m4K1xCKUhbY,UCEzHMWfphEtILBqaB2RC6zg,Letizia fue clonada,[0. 0. 0. ... 0. 0. 0.],letizia clonada,-1.0
7398,m4K1xCKUhbY,UCEzHMWfphEtILBqaB2RC6zg,Letizia es hombre,[0. 0. 0. ... 0. 0. 0.],letizia hombr,-1.0
7399,R8ekF9RodgY,UCD78gBjSusLJCAz6sHn1qHA,Sus voces no importan por que ya los conocemos son unos hipócritas y están desesperados por el Chayo para mi vayanse mucho a la miegda,[0. 0. 0. ... 0. 0. 0.],voce importan conocemo crita desesperado chayo vayans miegda,-1.0
7400,R8ekF9RodgY,UCl2nKNGgje8EzMFMmHSgBmw,Amlo quisiera una Feria del libro del bienestar donde se festejara la existencia de los carteles con todos sus delincuentes y gobernantes corruptos e inutiles como el.,[0. 0. 0. ... 0. 0. 0.],amlo quisiera feria libro bienestar festejara existencia cartel delincuent gobernant corrupto inutil,-1.0
7401,R8ekF9RodgY,UCjJm7gXYb7Za3NoQTaL1ZGg,Que pueden esperar de un porro ignorante que no quiso responder 7 preguntas de cultura general y básica. Esas preguntas hasta alguien con secundaria y Preparatoria terminada las contestaría,[0. 0. 0. ... 0. 0. 0.],pueden esperar porro ignorant quiso respond pregunta cultura gener sica pregunta alguien secundaria preparatoria terminada contestar,-1.0
7402,R8ekF9RodgY,UC0yktl8v5TwxePxrYHV5GAA,"Beatriz pagues es una porquerìa de persona , y solo finge estar contra OBRADOR  , ES MUY MALVADA Y TRAICIONERA !",[0. 0. 0. ... 0. 0. 0.],beatriz pagu porquer persona solo fing obrador malvada traicionera,-1.0
7404,R8ekF9RodgY,UCyBH5LJJ4s5otMAjV-L7-IA,Lozano tus comentarios absurdos te tienen acomplejado cada dia te ves mas chocho tu enojo alo buey te esta yevando ala china,[0. 0. 0. ... 0. 0. 0.],lozano comentario absurdo acomplejado cada chocho enojo buey yevando china,-1.0
7405,R8ekF9RodgY,UC0FhkCbrDnyI8ZUFxrNjhFg,Aquí puro parásito que le a de aber salido a la botarga de la panzota,[0. 0. 0. ... 0. 0. 0.],puro sito aber salido botarga panzota,-1.0
7406,R8ekF9RodgY,UCgiRaOv7vZCTj4d-DvXF-lw,"El burro hablando de orejas!!, el enano acomplejado que tiene que gritar para sentirse escuchado, saludos vendidos.",[0. 0. 0. ... 0. 0. 0.],burro hablando oreja enano acomplejado gritar sentirs escuchado saludo vendido,-1.0
7407,R8ekF9RodgY,UCMcuK7k2AhTFRg8vL4Vm0rw,El kkash  no va a la FIL  por que es un  ignorante  y  naco.,[0. 0. 0. ... 0. 0. 0.],kkash ignorant naco,-1.0
7408,R8ekF9RodgY,UCE9JrDyCEsWqPS25_IO7QTQ,Me da asco éste tipo! *Y éste canal.,[0. 0. 0. ... 0. 0. 0.],asco tipo canal,-1.0
7409,R8ekF9RodgY,UCPx2NMv6PDmiA4B3494eqjg,MUESTRA DE COMO SE GOBIERNA    USTEDES GOBERNABAN  NOMAS PARA USTEDES   DONDE ANDAN LAS RATAS DE CALDERÓN  SINVERG.,[0. 0. 0. ... 0. 0. 0.],muestra gobierna usted gobernaban noma usted andan rata calder sinverg,-1.0
7410,R8ekF9RodgY,UCPx2NMv6PDmiA4B3494eqjg,SEÑOR LOZANO ES UD UNA PERSONA IRACUNDA ENVIDIOSA   AUNQUE LES  DUELA A USTEDES  AMLO LES HA PUESTO MUESTRA D.GOBIER,[0. 0. 0. ... 0. 0. 0.],lozano persona iracunda envidiosa aunqu duela usted amlo puesto muestra gobier,-1.0
7413,R8ekF9RodgY,UCYo6IP-kW2ZY95Cc-tjP8rA,"Tan sucio el comunicador con sus palabras como los comentarios de los que escuchan,  ya no pueden con tanta envidia",[0. 0. 0. ... 0. 0. 0.],sucio comunicador palabra comentario escuchan pueden tanta envidia,-1.0
7414,R8ekF9RodgY,UCYJNavoOKkwK72S6SPZbw1A,"me gusta todo lo que dicen...apoyo a Xochitl...Obrador es ignorante, verdaderamente increíble, solo vive de la estafa...debieran decirlo para que la gente lo sepa",[0. 0. 0. ... 0. 0. 0.],gusta dicen apoyo xochitl obrador ignorant verdaderament incr solo vive estafa debieran decirlo gent sepa,-1.0
7415,R8ekF9RodgY,UC8RDdf2sPa-DYcv-bMuXQOg,Vamos con Xochitl presidenta fuera este gobierno de basura,[0. 0. 0. ... 0. 0. 0.],vamo xochitl presidenta gobierno basura,-1.0
7416,R8ekF9RodgY,UCOIhK0AcS04jFkSIsHrOAeA,Ay saco de pus  haora estas en atupikal  pobre despues de estar rrobando amaniz yenaz el pueblo lis conose  sevan. Arrastrar  como las viboras lamiendo polvo decardor porqe cheibam  sera su madre,[0. 0. 0. ... 0. 0. 0.],saco haora atupik pobr despu rrobando amaniz yenaz pueblo conos sevan arrastrar vibora lamiendo polvo decardor porq cheibam sera madr,-1.0
7417,R8ekF9RodgY,UCXd-cbbCGWs3DZE6JaOPp1w,Es una persona resentida amargada embidiosa y etc etc,[0. 0. 0. ... 0. 0. 0.],persona resentida amargada embidiosa,-1.0
7420,7vvC90yX3dk,UCLQ0Fg4vU7daWo7jWAR91FQ,No me extraña nada ahora entiendo como termino Ángel Cristo padre con está clase de mujer me da mucho asquito,[0. 0. 0. ... 0. 0. 0.],extra ahora entiendo termino ngel cristo padr clase mujer asquito,-1.0
7423,7vvC90yX3dk,UCa5b8dMA6P1rw9M1Kpf2kIg,"LO Q DICE EL CHAVAL ES VERDAD, TIRAR DE HEMEROTECA, HACE AÑOS EN PRONTO , LA NIÑERA CONTO Q A BARBARA, LE MOLESTABAN LOS HIJOS Y LOS DORMIA CON ORFIDAL, Y ERAN BEBES",[0. 0. 0. ... 0. 0. 0.],dice chaval verdad tirar hemeroteca hace pronto conto barbara molestaban hijo dormia orfid bebe,-1.0
7424,7vvC90yX3dk,UCa5b8dMA6P1rw9M1Kpf2kIg,"POR CIERTO, LLAMAR MADRE CORAJE, A ESA MUJER, Q DROGABA A LOS HIJOS CON ORFIDAL, Y Q COJONES TUVO LA GOLFA ESA, DE CHANTAJEAR AL REY",[0. 0. 0. ... 0. 0. 0.],cierto llamar madr coraj mujer drogaba hijo orfid cojon golfa chantajear,-1.0
7425,7vvC90yX3dk,UCa5b8dMA6P1rw9M1Kpf2kIg,"VAYA PUTA MIERDA DE FAMILIA, YA NO SABEN Q CONTAR , Q GENTUZA. LA MADRE MACARRA Y LOS HIJOS MACARRAS",[0. 0. 0. ... 0. 0. 0.],vaya puta mierda familia saben contar gentuza madr macarra hijo macarra,-1.0
7428,7vvC90yX3dk,UCKWg_ItYk_9sx4uAxndEGPQ,Seguro qué será casi todo verdad. Pero un sinvergüenza. Su madre sufrió mucho y el en verano estuvo en Marbella. Pero necesita dinero y dice qué quiere a la madre.??🤦‍♀️,[0. 0. 0. ... 0. 0. 0.],seguro casi verdad sinverg enza madr sufri verano marbella necesita dinero dice quier madr,-1.0
7429,7vvC90yX3dk,UCvfyji7u5lKZ3p60C4mfs6w,Madre mía..este chico se ha metido en el fango!! Veremos cómo sale esto!! Han vivido de esto toda la vida..y lo peor esque el dinero es público!!,[0. 0. 0. ... 0. 0. 0.],madr chico metido fango veremo sale vivido toda vida peor esqu dinero blico,-1.0
7431,7vvC90yX3dk,UCkK74gxz7_PJqJ6bdzC6jow,"La realidad duele, duele mucho....pero es la verdad, y se tiene que saber, que aqui hubieron 2 victimas, 2 niños....Barbara no los protegió....cada uno es consecuente de sus actos. 
Que Barbara, admita de una vez que se equivocó como madre y deje las mentiras y el victimismo falso de una puñetera vez ! Eran unos niños....en mitad de 2 lokos...que no se pudieron defender de ningúno de sus 2 padres .
Del dolor del padre, pero también Bárbara de la madre...
Barbara se podia defender era una adulta!!!!
Sus hijos NO!!!
Basta ya de victimizar a una madre que se equivocó...",[0. 0. 0. ... 0. 0. 0.],realidad duel duel verdad saber aqui victima barbara protegi cada consecuent acto barbara admita equivoc madr deje mentira victimismo falso etera mitad loko pudieron defend ning padr dolor padr tambi rbara madr barbara podia defend adulta hijo basta victimizar madr equivoc,-1.0
7432,7vvC90yX3dk,UCTvNKuGxxcZyICsdd_76Isg,Me lo creo y la madre no se haga la ofendida. Si había drogas.si había violencia.y si tiene q haber vivido un infierno este hombre cuando era niño.vivio cosas muy fuerte.,[0. 0. 0. ... 0. 0. 0.],creo madr haga ofendida droga violencia haber vivido infierno hombr vivio cosa fuert,-1.0
7434,7vvC90yX3dk,UCi2291P68gdyVBY6a4zcvHg,"Hola! Tenía interés en verlo pero cambié de canal casi al final del programa, y  tampoco vi a Nacho Vidal. El relato de ayer es de juzgado de guardia! La verdad es que me esperaba algo más, aunque ya se veía venir q no íbamos a ver fotos ni grabaciones, ni nada de nada.  Y, el próximo, De Viernes, caerá la audiencia, creo. Hay el puente de la Constitución... Por lo menos a mí no me van a pillar con el cuento del lobo...",[0. 0. 0. ... 0. 0. 0.],hola inter verlo cambi canal casi final programa tampoco nacho vidal relato ayer juzgado guardia verdad esperaba aunqu venir bamo foto grabacion ximo viern caer audiencia creo puent constituci meno pillar cuento lobo,-1.0
7435,7vvC90yX3dk,UCmZosBUTticzjz6-Y_3iKkQ,"ESTE ""NINI"" jr. Ni estudia ni trabaja! Por eso se prostituye no le e importa ni su madre,  ""es un monstruo""",[0. 0. 0. ... 0. 0. 0.],nini estudia trabaja prostituy importa madr monstruo,-1.0
7436,7vvC90yX3dk,UCzZeXil5HGD7Y-Nk9VDo07w,No veo telecinco no menterado de nada,[0. 0. 0. ... 0. 0. 0.],telecinco menterado,-1.0
7438,7vvC90yX3dk,UC7GfvSSyxWgwfjcMonjpmtg,"YO LE CREO, MENUDA MAMA Y PAPA LE HAN "" TOCAO "" AL MUCHACHO XOMO NOS HA VENDIDO LO BUENA MADRE QUE ES..... Y COMO ES BURRA SE DA DE PATADAS CADA DOS POR TRES, DICE QUE VA AL CASINO PARA DAR DE COMER A SUS HIJOS, QUE GETA, CON EL DINERA QUE HA PERDIDO. POBRE DIABLA , LA COGEN TODOS LOS VICIOS..... PUES MIRA LA NIÑAAAAAAAA",[0. 0. 0. ... 0. 0. 0.],creo menuda mama papa tocao muchacho xomo vendido buena madr burra patada cada tre dice casino comer hijo geta dinera perdido pobr diabla cogen vicio pue mira aaaaaaaa,-1.0
7441,mifA2nvYlw8,UCGesudxKS5d4SQqvzIAnFlg,"Pero hay que admitir que Maduro tiene razon en algo, Si son bien envidiosos y para prueba preguntenle a los Chilenos y Mexicanos..",[0. 0. 0. ... 0. 0. 0.],admitir maduro razon bien envidioso prueba preguntenl chileno mexicano,-1.0
7446,mifA2nvYlw8,UCgsSwVS00xo3I3u-GfiVvZQ,La gran colombia ubiera sido un estados unidos latino la idea no era mala,[0. 0. 0. ... 0. 0. 0.],gran colombia ubiera sido unido latino idea mala,-1.0
7447,mifA2nvYlw8,UCgsSwVS00xo3I3u-GfiVvZQ,Pero tienen que ser realistas y la verdad es que no hay ningun rey que halla hecho algo a su favor y si bolivar se retiro fue por un plan estrategico recuerden que el lucho en mas batallas que esos de junin cuantas personas murieron hay el sabia eso por eso no quiso arriesgar vidas es como que digan que estdos unidos nos salvo de loa alemanes es la misma historias loa peruanos son racista y tiene senofobia por envidea eso es un hecho no todos pero si la mayoria no solo venezuela lo dice lo dice la wikipedia. Lo dicen lo brasileros los bolivianos loa chilenoa y hasta los gringos esa es la realidad y es normal si no lo aceptan es porque tienen problemas graves como sociedad,[0. 0. 0. ... 0. 0. 0.],realista verdad ningun halla hecho favor bolivar retiro plan estrategico recuerden lucho batalla junin cuanta persona murieron sabia quiso arriesgar vida digan estdo unido salvo aleman misma historia peruano racista senofobia envidea hecho mayoria solo venezuela dice dice wikipedia dicen brasilero boliviano chilenoa gringo realidad normal aceptan problema grave sociedad,-1.0
7448,mifA2nvYlw8,UCgsSwVS00xo3I3u-GfiVvZQ,La historia no esta en los relatos esta en la misma sangre en la misma generica son idiotas la primera sibilizacion en america fue en peru jajajaja se creen grande eso es bueno tienen mucha autoestima,[0. 0. 0. ... 0. 0. 0.],historia relato misma sangr misma generica idiota primera sibilizacion america peru jajajaja creen grand bueno mucha autoestima,-1.0
7454,mifA2nvYlw8,UC16A0N-5w5K6QjSimb_TOZA,"Capital Peru speaks pure lies, he is an ignorant racist",[0. 0. 0. ... 0. 0. 0.],capit peru speak pure lie ignor racist,-1.0
7456,mifA2nvYlw8,UC67gUTboV_DcnMEG8FHeX_g,"El individuo Bolivar le tenia un odio u envidia profundo a Perú tanto asi que lo desmenbró cuanto pudo y lo debilitó, lo dejó a la deriva despues de llevarse su patrimonio.",[0. 0. 0. ... 0. 0. 0.],individuo bolivar tenia odio envidia profundo desmenbr cuanto pudo debilit deriva despu llevars patrimonio,-1.0
7458,mifA2nvYlw8,UC1yEEIuNLjE9h_19UliTtJw,"Peruanos,quedense con su Perú,pero no peruanicen lo que nunca fue,Bolivia siempre fue Bolivia,y quiso ser Bolivia,traguense su cuento del Alto Perú,que Bolivia y Peru fuimos uno,solo en dos ocasiones,durante el Tahuantinsuyo y durante la confederación peruboliviana,donde uds nos traicionaron con Chile,asi que los bolivianos siempre fuimos bolivianos,nunca peruanos,algo parecido a los ecuatorianos",[0. 0. 0. ... 0. 0. 0.],peruano quedens peruanicen nunca bolivia siempr bolivia quiso bolivia traguens cuento alto bolivia peru solo ocasion tahuantinsuyo confederaci peruboliviana traicionaron chile boliviano siempr boliviano nunca peruano parecido ecuatoriano,-1.0
7462,y4TxlCc0LBw,UCRLSVcEgPAYgtwrPMqEAnXQ,Respecto a que le gustaria ver a toda la familia real como antes .no gracias gastos superfulos no estamos para eso y menos para las consecuencias,[0. 0. 0. ... 0. 0. 0.],respecto gustaria toda familia real gracia gasto superfulo meno consecuencia,-1.0
7464,y4TxlCc0LBw,UCbYNQ3oboU3HAxit_XEUR1g,"Peñafiel...., ¿Qué pasa que Leticia no te deja meterse en su alcoba, como hacia Sofia, y te jode? jajajajaja.",[0. 0. 0. ... 0. 0. 0.],afiel pasa leticia deja meters alcoba hacia sofia jode jajajajaja,-1.0
7465,y4TxlCc0LBw,UCrj2Xw12x6n4AgWuil7md0A,"JAIME PEÑAFIEL, VALIENTE PERSONAJE.  LA TIENE UNA INQUINA QUE NO PUEDE CON ELLA. QUE MIRE SU PASADO QUE FALTA LE HACE.",[0. 0. 0. ... 0. 0. 0.],jaim afiel valient personaj inquina pued mire pasado falta hace,-1.0
7468,y4TxlCc0LBw,UCVf05IS5ZJpMECROhI_ND0w,Nunca megusto peñafiel y ahora menos que ganas de hacer daño ala monarquia,[0. 0. 0. ... 0. 0. 0.],nunca megusto afiel ahora meno gana hacer monarquia,-1.0
7469,y4TxlCc0LBw,UCvFgdZVGzPOcIQzNBUw0VlQ,XDIos cuanta calumnia. Quieren debilitar a la Monarquía.,[0. 0. 0. ... 0. 0. 0.],xdio cuanta calumnia quieren debilitar monarqu,-1.0
7470,y4TxlCc0LBw,UCJc2H11drkEt3ZpAuqnRhQQ,"Mientras hablamos de Letizia y sus amorios, dejamos de prestar la debida atención al PSOE y su puñetera amnistía..",[0. 0. 0. ... 0. 0. 0.],mientra hablamo letizia amorio dejamo prestar debida atenc psoe etera amnist,-1.0
7473,y4TxlCc0LBw,UCJc2H11drkEt3ZpAuqnRhQQ,¿Cuánto le ha pagado el PSOE a Jaime del Burgo (supuesto amante de la reina Letizia) por hacer públicas estas incendiarias declaraciones...? ¿Por qué rompe su silencio en este momento de enrarecimiento político e institucional...? Lo dicho... ¡Todo obedece a una puñetera campaña de desprestigio diseñada por el PSOE!,[0. 0. 0. ... 0. 0. 0.],pagado psoe jaim burgo supuesto amant reina letizia hacer blica incendiaria declaracion romp silencio momento enrarecimiento tico institucion dicho obedec etera campa desprestigio dise psoe,-1.0
7474,y4TxlCc0LBw,UCHUIVvHtWGARhOn5j9aHnDQ,"Alguna gente ya chochea.
Quien es nadie para calumniar a la reina.",[0. 0. 0. ... 0. 0. 0.],alguna gent chochea nadi calumniar reina,-1.0
7475,y4TxlCc0LBw,UCJO9z8i2_Tx4L0_3lpdZE6w,"Según los detractores de Letizia, su mayor delito es no ser un adorno, sumisa y un juguete en manos de los Borbones, y cómo no , no ser de sangre azul.
Que pena de clasismo",[0. 0. 0. ... 0. 0. 0.],detractor letizia mayor delito adorno sumisa juguet mano borbon sangr azul pena clasismo,-1.0
7488,gdOzp0hNJFU,UCcCdlRoXISRp32dFJ4Wjy3A,"Lengua catalan ????? la lengua en españa es el español, el catalan es un: PATOI-UN DIALETO SUCIO, 70% DEL CATALAN es español ;YA NO-NO ES UNA LENGUA",[0. 0. 0. ... 0. 0. 0.],lengua catalan lengua espa espa catalan patoi dialeto sucio catalan espa lengua,-1.0
7489,gdOzp0hNJFU,UC4hbOc-a8z9LfvrePuXQ-5w,Hoy el Rey en cataluÑa...indeependentistas chupadle el culo jajaha,[0. 0. 0. ... 0. 0. 0.],catalu indeependentista chupadl culo jajaha,-1.0
7494,07hvk_GCkKg,UC3dmuL6nKxF7z-rypdxCqXQ,"Cuantos ministerios y ninguno sirve pa na', solo para mantener a sus palmeros, pir cierto, bien pagados!",[0. 0. 0. ... 0. 0. 0.],cuanto ministerio ninguno sirv solo manten palmero cierto bien pagado,-1.0
7497,07hvk_GCkKg,UCpbFgrnX2ADmye8Ky0ioF5g,Solo le falta los cordeles para ser una marioneta,[0. 0. 0. ... 0. 0. 0.],solo falta cordel marioneta,-1.0
7500,07hvk_GCkKg,UC8h9tWzic-JJSiCGi1CzdnQ,Pues será guapo para muchas personas. Pero para mi tiene cara de loco y esa sonrisa diabolica de mala persona es el diablo en persona 👹,[0. 0. 0. ... 0. 0. 0.],pue guapo mucha persona cara loco sonrisa diabolica mala persona diablo persona,-1.0
7503,07hvk_GCkKg,UCso7A9XKOB70SxqTfE6Nlpg,"A contratiempo, desafinado, despacio, desangelado, terrible, ...
Como todos los emblemas de España, lo desprestigian. En Perú, también desprestigiaron el Himno Nacional Español",[0. 0. 0. ... 0. 0. 0.],contratiempo desafinado despacio desangelado terribl emblema espa desprestigian tambi desprestigiaron himno nacion espa,-1.0
7507,07hvk_GCkKg,UCuBWzOQ4qsnNsLJR0WmZsEA,Perdona Carlitos este personaje es feo y l pierna derecha la tiene torcida raro es que no lo comente la manera que anda el gacho,[0. 0. 0. ... 0. 0. 0.],perdona carlito personaj pierna derecha torcida raro coment manera anda gacho,-1.0
7510,07hvk_GCkKg,UCZ-xudJrTC9mxLSmXOOLDWw,Y el espantado comp está? 😂😂😂😂😂😂,[0. 0. 0. ... 0. 0. 0.],espantado comp,-1.0
7511,XsifqRGE_wo,UCwMsC5DfYNWi7BX3pqXYAVw,Esta Reina  Como buena  Social comunista   La mando  el Demonio  Para ayudar  Al Gobierno   narco terrorista    Que tenemos  Y  Que la pusieron   ahí   Ellos  precisamente Para  esto ??,[0. 0. 0. ... 0. 0. 0.],reina buena social comunista mando demonio ayudar gobierno narco terrorista pusieron precisament,-1.0
7512,XsifqRGE_wo,UCySz2BY8g-XyWihZqw0Ncuw,Lo que nos faltaba...........que desgracia .Felipe abdique y vayase con ella a la Conchinchina........,[0. 0. 0. ... 0. 0. 0.],faltaba desgracia felip abdiqu vayas conchinchina,-1.0
7514,XsifqRGE_wo,UCpepDs1LnzerRJJ7LzdvbwQ,"Ella sabia con quien se casaba.Un principe catolico.Es, una opurtunista.La culpa es de Felipe.Nunca tenia que haberse casado con ella.",[0. 0. 0. ... 0. 0. 0.],sabia casaba princip catolico opurtunista culpa felip nunca tenia habers casado,-1.0
7517,XsifqRGE_wo,UCO_W3AfLoXOKJ6N-TXetEyA,Me parece fatal son unas sinvergüenzas.,[0. 0. 0. ... 0. 0. 0.],parec fatal una sinverg enza,-1.0
7522,XsifqRGE_wo,UCutNhbMNBGvmGzTO3FYKFBg,"No estoy en contra de las mujeres con carácter, pero sí contra las personas con soberbia, y a Letizia le sobra de eso. En cuanto a la princesa, es joven, todavía puede cambiar y madurar.",[0. 0. 0. ... 0. 0. 0.],mujer cter persona soberbia letizia sobra cuanto princesa joven todav pued cambiar madurar,-1.0
7523,XsifqRGE_wo,UCUd-eHSY481_seBO_zvMAqw,"Q haga lo q quiera me es indiferente.
No me representa para nada esa estirada, soberbia y prepotente.
Reina Doña Sofía
El rey Felipe se equivocó y el tiempo lo está diciendo!",[0. 0. 0. ... 0. 0. 0.],haga quiera indiferent representa estirada soberbia prepotent reina felip equivoc tiempo diciendo,-1.0
7525,XsifqRGE_wo,UCiDK13iug4gqpLpeK57KqdA,Leticia es una bruja y está contra felipe y su familia. Si felipe lo permite no significa nada' no vale para nada. Que se vaya o se separe de  esa maldita,[0. 0. 0. ... 0. 0. 0.],leticia bruja felip familia felip permit significa vale vaya separ maldita,-1.0
7528,XsifqRGE_wo,UCXnD3f8rpl-yUZpxi5D0sTQ,"Mucho se hacen los  católicos  para hacer sus fechorías  es mejor que  sea sincera y no  hable mentiras por destras 
 Total estamos en España  no en v3n3suel4 España libre .",[0. 0. 0. ... 0. 0. 0.],hacen lico hacer fechor mejor sincera habl mentira destra total espa suel espa libr,-1.0
7530,XsifqRGE_wo,UCPoDd8d-Lzz9-nlOzvqNEzA,Cuando muera juan carlos ya hacen votación al pueblo para terminar con la monarquía,[0. 0. 0. ... 0. 0. 0.],muera juan carlo hacen votaci pueblo terminar monarqu,-1.0
7535,CPXL2WcUvIk,UCUfGbIjORxX-iHDv1eYzCpg,"Entonces estos pelotudos son los que traicionaron a su raza, ahora miren esté continente lleno de africanos, con miseria, delincuencia, corrupción, etc..😠😠😠",[0. 0. 0. ... 0. 0. 0.],entonc pelotudo traicionaron raza ahora miren continent lleno africano miseria delincuencia corrupci,-1.0
7536,CPXL2WcUvIk,UCE7nLRbS_JkSKLWfSMUtRjw,"Decir que fue ""ecuatoriano"", es un error. En ese entonces no existían ni Ecuador ni Perú. Y también es un error explicarlo bajo las fronteras actuales.",[0. 0. 0. ... 0. 0. 0.],decir ecuatoriano error entonc exist ecuador tambi error explicarlo bajo frontera actual,-1.0
