,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
8023,vHuIQfQ19JI,UCyfGVyizWp7LqFERfw9yG1w,maria corina quiere ser presidente sin elecciones. otra waidosa,[0. 0. 0. ... 0. 0. 0.],maria corina quier president eleccion waidosa,0.0
8024,vHuIQfQ19JI,UCKGHE10RGuIw9kPdKbnjD3g,Esperó repuesta para el próximo programa tu opinión es muy importante,[0. 0. 0. ... 0. 0. 0.],esper repuesta ximo programa opini important,0.0
8025,vHuIQfQ19JI,UCKGHE10RGuIw9kPdKbnjD3g,Fernando buen día amor que opinas la llamada de Maduro de mandar a botar a los adolescentes votar por el referendo por el esequibo por que los adultos no queremos votar,[0. 0. 0. ... 0. 0. 0.],fernando buen amor opina llamada maduro mandar botar adolescent votar referendo esequibo adulto queremo votar,0.0
8027,vHuIQfQ19JI,UCx2kut-624_PclqWnh5R4qA,Gocese de las sanciones contra Venezuela. Jaja jaja jaja . Que los Venezolanos vamos palante y no nos para nada ni nadie.,[0. 0. 0. ... 0. 0. 0.],goces sancion venezuela jaja jaja jaja venezolano vamo palant nadi,0.0
8029,vHuIQfQ19JI,UCCjNOpXAkdnSjbpMLXY5ymA,Siempre tubo razón 😂,[0. 0. 0. ... 0. 0. 0.],siempr tubo,0.0
8030,vHuIQfQ19JI,UCQuSSSRmDabBVzjRYYaKH5A,"No se debe aceptar a estas alturas ningun dialogo mas, cero dialogo venga de fonde venga, ya la rutz de Maria Corina esta trazada, y esa es la via de salida, o la militar...",[0. 0. 0. ... 0. 0. 0.],debe aceptar altura ningun dialogo cero dialogo venga fond venga rutz maria corina trazada salida militar,0.0
8031,vHuIQfQ19JI,UCSlSrkCEaYFMKLMhaHMhYTA,LAS SANCIONES  LEVANTELA   CUANDO  LLEGUE MARIA CORINA,[0. 0. 0. ... 0. 0. 0.],sancion levantela llegu maria corina,0.0
8041,2HQwzbLKYj0,UCnSafy7OM1pSlRDkqR7_7kw,"Excelente, totalmente de acuerdo, permítame decirle GRACIAS MUCHACHO, pues supongo ya casi cualquiera es joven en mi entorno, creo que uno de los principales retos que enfrentará Mexico es el creciente individualismo que combinado con la aspiración lleven a buscar opciones de capitalismo salvaje.",[0. 0. 0. ... 0. 0. 0.],excelent totalment acuerdo perm tame decirl gracia muchacho pue supongo casi cualquiera joven entorno creo principal reto enfrentar mexico crecient individualismo combinado aspiraci lleven buscar opcion capitalismo salvaj,0.0
8042,2HQwzbLKYj0,UC0xYAPVxEugI_A1w22KeV-g,Yo soy mexicana pero ya no le hablo a los mexicanos porque son HIPÓCRITAS!,[0. 0. 0. ... 0. 0. 0.],mexicana hablo mexicano crita,0.0
8043,2HQwzbLKYj0,UCXzR1bh4XcgEXAN33h1Imkw,"Con la llegada de tanto haitiano le quitamos el trabajo a nuestra gente, primero y siempre deben de ser los mexicanos y no darle trabajo a tanto extranjero, ni argentinos o hondureños y venezolanos, trabajo primero siempre a los mexicanos.",[0. 0. 0. ... 0. 0. 0.],llegada haitiano quitamo trabajo gent primero siempr deben mexicano darl trabajo extranjero argentino hondur venezolano trabajo primero siempr mexicano,0.0
8046,2HQwzbLKYj0,UCXT8hducA7E3TIfnSgZHDwA,Más de esto por favor es sierto muy orgullosos y WOW super México pero si olvidamos todo lo que en realidad somos pasamos a ser simplemente seguidores en ves de pensadores gracias por tu video es una realidad no es buena ni mala a mi parecer pero debemos convivir con ambas y más aún estar consientes de ello,[0. 0. 0. ... 0. 0. 0.],favor sierto orgulloso super xico olvidamo realidad pasamo simplement seguidor pensador gracia video realidad buena mala parec debemo convivir amba consient ello,0.0
8048,CVe2QaKnwN8,UCTggEDtz9CKnK08_3PZw1-A,"El Yunque se empezó a dar a conocer en México a la opinión pública a partir del año 2003 aproximadamente gracias al libro “El Yunque, la Ultraderecha en el Poder” del periodista e investigador mexicano Álvaro Delgado, con la llegada al poder del presidente ultraderechista Vicente Fox en el año 2000. Luego tuvo un libro secuela en 2005 llamado “El Ejército de Dios, Nuevas Revelaciones sobre la Extrema Derecha en México” dónde Delgado ahonda en el tema de esta secta ultracatólica (Losantos miente al decir que es evangélica aprovechando quizás el desconocimiento de la sociedad española sobre el tema).",[0. 0. 0. ... 0. 0. 0.],yunqu empez conoc xico opini blica partir aproximadament gracia libro yunqu ultraderecha poder periodista investigador mexicano lvaro delgado llegada poder president ultraderechista vicent luego libro secuela llamado rcito dio nueva revelacion extrema derecha xico delgado ahonda tema secta ultracat lica losanto mient decir evang lica aprovechando quiz desconocimiento sociedad espa tema,0.0
8052,CVe2QaKnwN8,UCfsoHtjdRM2XGqRTshaQvVQ,"Anda que el rojerío no tiene líos, purgas, puñaladas, negocios y demás vainas entre sus nenes y nenas 😂😂😂😂😂😂😂😂😂😂😂😂",[0. 0. 0. ... 0. 0. 0.],anda rojer purga alada negocio vaina nene nena,0.0
8053,CVe2QaKnwN8,UCctK9xF6XwiBWzJmh46cxEA,"Jajaja. El señor Abascal vino a México 🇲🇽 y  se reunió con lo más ácido del partido acción nacional, los cuales son miembros del yunque y de paso firmaron la carta de Madrid.",[0. 0. 0. ... 0. 0. 0.],jajaja abasc vino xico reuni cido partido acci nacion cual miembro yunqu paso firmaron carta madrid,0.0
8054,CVe2QaKnwN8,UCjD3B5DqaaNPtsidlxQST8g,"le han dado otras ordenes al sr.Federico.....claro, quien paga manda, no?",[0. 0. 0. ... 0. 0. 0.],dado orden federico claro paga manda,0.0
8057,CVe2QaKnwN8,UC3SknsdIUwpxMt2s5LP5_8A,Manos limpias ? sicarios,[0. 0. 0. ... 0. 0. 0.],mano limpia sicario,0.0
8060,CVe2QaKnwN8,UCpMxDc7UP3rTKiyQ9Kj1BQA,"No entiendo a federico, antes decia que vox era el unico partido con sentido comun y los unicos que pueden hacee algo por españa y ahora les tira a matar incluso con cosas del pasado, cosas que ya sabia cuando estaba a favor de ellos no es que haya salido algo nuevo es que son cosas que se supone el ya sabia, antes lo del yunque estaba en silencio y ahora habla de eso, esto demuestra que por la plata baila el perro.",[0. 0. 0. ... 0. 0. 0.],entiendo federico decia unico partido comun unico pueden hace espa ahora tira matar incluso cosa pasado cosa sabia favor salido nuevo cosa supon sabia yunqu silencio ahora habla demuestra plata baila perro,0.0
8061,CVe2QaKnwN8,UCPrHfooGp2i9QTuYoGx36-g,"Va a ser difícil la embestidura,pero si sale ya sabemos que hasta los curas saldrán a la calle.Ya sabes Enric la derecha está deseando que  a Sánchez le hagan presidente ,Ayuso está calentando con su padrino Aznar y su madrina Esperanza.",[0. 0. 0. ... 0. 0. 0.],embestidura sale sabemo cura saldr call sabe enric derecha deseando nchez hagan president ayuso calentando padrino aznar madrina esperanza,0.0
8062,CVe2QaKnwN8,UCMn4lVtv0h4pIvILQZcgC4g,"Mira ,si nos ponemos así todos son sectas yo no me creo la del yunke ,pero si sus ideas son buenas y respetables las prefiero a las secta de los progres ,que quieren que todos salgamos del armario ,que los niños se cambien de sexo ,que un niño de 8 años pueda libremente  tener relaciones con un adulto ,por que los niños son personas con deseos sexuales ,dicho por Irene Montero o como la Pam que dice que la penetracion es una violacion y es una conducta patrialcar "" con lo cual para la Pam todas las mujeres tenemos que ser lesvianas por que la penetracion es una violacion ,que los amiguitos de Sanchez se gasten nuestro dinero en p€#as,gambas dr€%gas y alcohol ,que nuestro amigo Sánchez regale millones de e a el rey de Marruecos para no se sabe el que y la gente en España sin llegar a fin de mes ....mira si estan en el Yunque se lo financia entre ellos no nos roban a los Españoles ,y yo no se que secta es peor la del Yunke , o la de que todos seamos homoxesuales y si no lo eres , eres un homofogo ....eso sí que es una secta",[0. 0. 0. ... 0. 0. 0.],mira ponemo secta creo yunk idea buena respet prefiero secta progr quieren salgamo armario cambien sexo pueda librement tener relacion adulto persona deseo sexual dicho iren montero dice penetracion violacion conducta patrialcar toda mujer lesviana penetracion violacion amiguito sanchez gasten dinero gamba alcohol amigo nchez regal millon marrueco sabe gent espa llegar mira estan yunqu financia roban espa ole secta peor yunk homoxesual homofogo secta,0.0
8067,IUtOZSbAbOU,UCINpXuCXVcp-rW49Gb9jqcA,"Pack TV 1
https://www.youtube.com/channel/UCnfILgtEvXTBKSwy_G3uKrw

Pack TV 2
https://www.youtube.com/channel/UCvfUpQvSsd_eXuocDm57wkg

Pack TV 3
https://www.youtube.com/channel/UCINpXuCXVcp-rW49Gb9jqcA

TWITTER @PackTV123
https://twitter.com/PackTV123

INSTAGRAM @packtv123
https://www.instagram.com/packTV123",[0. 0. 0. ... 0. 0. 0.],pack http youtub channel ucnfilgtevxtbkswi ukrw pack http youtub channel ucvfupqvssd exuocdm pack http youtub channel ucinpxucxvcp jqca twitter packtv http twitter packtv instagram packtv http instagram packtv,0.0
8068,IUtOZSbAbOU,UCx8dl2Tg5_gUD_nUO6kPxIw,Como me gusta de siempre Patricia ❤,[0. 0. 0. ... 0. 0. 0.],gusta siempr patricia,0.0
8069,IUtOZSbAbOU,UCAXmt7DDLNMVv3MC8vl3U8g,"Vestirme no. Ponerme vestidos, si.",[0. 0. 0. ... 0. 0. 0.],vestirm ponerm vestido,0.0
8073,IUtOZSbAbOU,UC-FbbfgaJ4XoLPweFywbq0g,"Canto se vota de menos este programa,non hai nada similar",[0. 0. 0. ... 0. 0. 0.],canto vota meno programa similar,0.0
8074,IUtOZSbAbOU,UCCaUuGz2UAUoa4yDC19Hovw,Por favor que pongan este programa en streaming,[0. 0. 0. ... 0. 0. 0.],favor pongan programa stream,0.0
8075,IUtOZSbAbOU,UCDGTjYf_2HVGd0DP8j6uiVg,Fernanda pobre,[0. 0. 0. ... 0. 0. 0.],fernanda pobr,0.0
8077,IUtOZSbAbOU,UC7dapBXf9QoVdQ7Qvme-yow,Patricia estaba tremenda,[0. 0. 0. ... 0. 0. 0.],patricia tremenda,0.0
8079,IUtOZSbAbOU,UCAIKorqeTYdpW6nj-tZ58HQ,Que presentadora más simpática nada de sandeces ni mal abladas,[0. 0. 0. ... 0. 0. 0.],presentadora simp tica sandec ablada,0.0
8082,IUtOZSbAbOU,UCE2zuZ78I1bWUutsU24u8_g,Que vuelva ese programa con Patricia..dejaba apartada mi hora para verlo,[0. 0. 0. ... 0. 0. 0.],vuelva programa patricia dejaba apartada hora verlo,0.0
8083,IUtOZSbAbOU,UCE2zuZ78I1bWUutsU24u8_g,"Patricia el de la risa no tiene parangón
.inolvidable lo he visto muchas veces y me encante.",[0. 0. 0. ... 0. 0. 0.],patricia risa parang inolvid visto mucha vece encant,0.0
8087,0inIpxW03Q4,UCtarmNE8gqx9yC2uL1v2oBw,Ya lo conocen.,[0. 0. 0. ... 0. 0. 0.],conocen,0.0
8088,0inIpxW03Q4,UCJhFNqrstYttCrD9KdJv3Bg,Menos mal que fuera de España lo van entendiendo,[0. 0. 0. ... 0. 0. 0.],meno espa entendiendo,0.0
8089,0inIpxW03Q4,UCNfLn3_VmiudvyIyFe1vIIQ,A este cacique solo lo puede parar una bal.......,[0. 0. 0. ... 0. 0. 0.],caciqu solo pued parar,0.0
8092,0inIpxW03Q4,UCJQhAgWUQDt1lG2z59TNOAQ,ESPAÑA no se rinde! Gracias ! 💪💪,[0. 0. 0. ... 0. 0. 0.],espa rind gracia,0.0
8096,0inIpxW03Q4,UCh19xLFJNMitXyBalMcd4OA,"Sí sí, un ultraconservador francés amigo de España. Jajajaja. Que hable de su país. Vivo en Francia y dicen que África empieza en los Pirineos. Ilusos algunos españolitos",[0. 0. 0. ... 0. 0. 0.],ultraconservador franc amigo espa jajajaja habl vivo francia dicen frica empieza pirineo iluso espa olito,0.0
8098,0inIpxW03Q4,UCfqgIUJd57o_u0zY9SXp0og,"Viva Francia. Ellos lugan por su libertad, los franceses no se dejan pisotear como nosotros los españoles.",[0. 0. 0. ... 0. 0. 0.],viva francia lugan libertad frances dejan pisotear espa ole,0.0
8100,0inIpxW03Q4,UCM5GJ4ozB6_q5rw3ET9lymg,Al gabacho que le den,[0. 0. 0. ... 0. 0. 0.],gabacho,0.0
8106,0inIpxW03Q4,UCBvYwUKhTE9ztsGfHI2gGjg,Eres grande diputado,[0. 0. 0. ... 0. 0. 0.],grand diputado,0.0
8107,n7meJOjt6rM,UC6KK_OJ7JQbBeukcV-1D2EQ,Me encantan estas series. ❤️💙,[0. 0. 0. ... 0. 0. 0.],encantan seri,0.0
8108,n7meJOjt6rM,UCu1XMFV71cA_wflJBN2qqFg,Espera cj de gta 😮,[0. 0. 0. ... 0. 0. 0.],espera,0.0
8109,n7meJOjt6rM,UCDmDRNyrUriy3AOlRLQ8rkw,Cómo se llama la película,[0. 0. 0. ... 0. 0. 0.],llama cula,0.0
8110,n7meJOjt6rM,UCOy83OMFGvw7zoNRtKm-w6Q,Oprha Wilfried y Michelle Obama la superan en 00000,[0. 0. 0. ... 0. 0. 0.],oprha wilfri michel obama superan,0.0
8112,n7meJOjt6rM,UCjBW5HSEbgiUDCi8NqZldDQ,"Como se llama, y donde puedo verla?",[0. 0. 0. ... 0. 0. 0.],llama puedo verla,0.0
8115,n7meJOjt6rM,UCCn-prBKpXbEdF0pQzdv6jw,Erik Satie gymnopedie ❤❤❤,[0. 0. 0. ... 0. 0. 0.],erik sati gymnopedi,0.0
8117,n7meJOjt6rM,UCRHlX1VShRdttYtthbCpc3Q,Eses es el tipo de mujer que quisiera que hubiera hoy en dia que asia echos y no solo ablaba,[0. 0. 0. ... 0. 0. 0.],ese tipo mujer quisiera asia echo solo ablaba,0.0
8119,n7meJOjt6rM,UCPH0KqIJW_7RVkU-s5fOPUg,La confianza en ella misma la llevó a greser.,[0. 0. 0. ... 0. 0. 0.],confianza misma llev greser,0.0
8123,n7meJOjt6rM,UCT7pqibG6D3-_dItjrKnOnQ,Solo necesitas una idea para volverte millonaria.,[0. 0. 0. ... 0. 0. 0.],solo necesita idea volvert millonaria,0.0
8124,n7meJOjt6rM,UCvVNrrxrSpJhclHQM8alm1w,"Su esposo no logra nada , por ser muy xonformista.",[0. 0. 0. ... 0. 0. 0.],esposo logra xonformista,0.0
8126,n7meJOjt6rM,UC5k9ySqINxgRKxRs6Voq0iQ,"😢 que cosa con los hombres, quieren mujeres independientes y la vez que cuiden el hogar como si no trabajaran fuera de la casa. Ese hombre perdió una gran mujer 🙏 no pudo ver mas allá de sus narices",[0. 0. 0. ... 0. 0. 0.],cosa hombr quieren mujer independient cuiden hogar trabajaran casa hombr perdi gran mujer pudo naric,0.0
8127,UrsIc3AbYNQ,UCkUOEHweX9ZorGyproCLpDg,"No son capaces de protejer las fronteras y la constitución, así que dios nos coja confesados",[0. 0. 0. ... 0. 0. 0.],capac protej frontera constituci dio coja confesado,0.0
8129,UrsIc3AbYNQ,UCXc8fGIi_RzK8NTyZutNcqg,Pues ya llegó de China un arma biológica ya esta en Holanda síndrome blanco del pulmón o neumonía la oms,[0. 0. 0. ... 0. 0. 0.],pue lleg china arma biol gica holanda ndrome blanco pulm neumon,0.0
8132,l2hSMWHCrbk,UC4fwi4IDqztAGjNmRK5033g,"DESDE LA OFICIALIZACION DE LA IGLESIA CATOLICA EN TIEMPOS DEL EMPERADOR CONSTANTINO EL GRANDE, VOCES ANTI GAY DE PARTE DE NUMEROSOS LIDERES RELIGIOSOS NO A SIDO MAS QUE UN MILENARIO TEATRO VERBAL PARA ENCUBRIR LA TRADICIONAL TENDENCIA HOMOSEXUAL EN MUCHA PARTE DE LA SOCIEDAD ROMANA Y DEL RESTO DEL PLANETA. .ANTES DE  CONSTANTINO GRECIA YA HABIA INFECTADO A ROMA CON LAS PRACTICAS HOMOSEXUALES. EN GRECIA PREPARABAN, INSTRUIAN= CATEDRA, A LOS JOVENES PARA QUE EJERCIERAN ACTIVIDAD HOMOSEXUAL, Y BISEXUAL CON FINES DE PROCREACION. EN LA DIRECCION BAJA, MEDIA Y ALTA DE LA IGLESIA CATOLICA LO GAY TIENE MILENARIAS RAICES, HOMOSEXUALISMO ENCUBIERTO QUE SE MANIFIESTA COMO UNA, AHORA, MUY MUNDIAL PRACTICA DE LAS COSTUMBRES GAY GRIEGAS. LA MAYORIA DEL LIDERATO DE LA IGLESIA ES GAY Y UNA MINORIA BISEXUAL. POCO O NADA DE ESO CAMBIARA, POSIBLE MUCHO FUTURO DISFRAZ HETEROSEXUAL PROCURANDO ELUDIR- LEVITICO 18: 22, 23- LEVITICO 20: 13- ""MATEO 5: 16, 17, 18, 19""-  1 TIMOTEO 1: 7 A 10- HEBREOS 10: 28- SALMO 110- 110: ""5, 6""- 1 CORINTIOS 6: 9- LA DIVINA PENA DE MUERTE- JOB 34: 22-  AMOS 9: 3- JEREMIAS 16: 16- APOC. 19: 14- SALMO 110: 3, ""5, 6"".",[0. 0. 0. ... 0. 0. 0.],oficializacion iglesia catolica tiempo emperador constantino grand voce anti part numeroso lider religioso sido milenario teatro verbal encubrir tradicion tendencia homosexu mucha part sociedad romana resto planeta constantino grecia habia infectado roma practica homosexual grecia preparaban instruian catedra joven ejercieran actividad homosexu bisexu fine procreacion direccion baja media alta iglesia catolica milenaria raic homosexualismo encubierto manifiesta ahora mundial practica costumbr griega mayoria liderato iglesia minoria bisexu cambiara posibl futuro disfraz heterosexu procurando eludir levitico levitico mateo timoteo hebreo salmo corintio divina pena muert amo jeremia apoc salmo,0.0
8133,l2hSMWHCrbk,UCKGAJynUiXM8wWiGyafnH_Q,Se pierde la residencia por un delito sexual?  Te deportan al país de origen?,[0. 0. 0. ... 0. 0. 0.],pierd residencia delito sexual deportan origen,0.0
8134,l2hSMWHCrbk,UCYbIJiSvrKFSLguV5L3n2pA,"Si alguien sufre abuso sexual y va al medico para examinarse, se empieza el proceso legal en contra el abusador aunque la victima no quiera? O puede escojer cuando empezar a tomar acción legal? Si es asi, hasta cuanto tiempo despues del incidente se puede denunciar?",[0. 0. 0. ... 0. 0. 0.],alguien sufr abuso sexual medico examinars empieza proceso legal abusador aunqu victima quiera pued escoj empezar tomar acci legal cuanto tiempo despu incident pued denunciar,0.0
8136,_K8yklYw_i4,UCGLlgefVWK2NG3PuGMQxdvA,"Tienes obligación más que nosotros, de saber que cada  discurso del Rey es revisado por Sánchez. 
Lê los artigos 54° al 65° de la Constituicion Espñola. 
Quieres que el Rey salte la Constituicion? 
Para iso teñemos Sánchez tanto en la política interna como internacional. 
Sánchez ya censuro el discurso del Rey de navidad.",[0. 0. 0. ... 0. 0. 0.],obligaci saber cada discurso revisado nchez artigo constituicion quier salt constituicion emo nchez tica interna internacion nchez censuro discurso navidad,0.0
8138,_K8yklYw_i4,UC175929aV_tKiS2hu4NGRcg,Fel rey de Charla con sanches esto que es una mercería de calle joderme si anda que rey no ace falta.,[0. 0. 0. ... 0. 0. 0.],charla sanch mercer call joderm anda falta,0.0
8141,_K8yklYw_i4,UCNS_TkKWQd1f9e86LK_ANpg,VIVA EL REY REPUBLICANO!!!,[0. 0. 0. ... 0. 0. 0.],viva republicano,0.0
8143,_K8yklYw_i4,UCfXmT7dXg7ZStB3ZG9bWdrw,"Yo respeto y quiero a la familia,REAL ESPAÑOLA.",[0. 0. 0. ... 0. 0. 0.],respeto quiero familia real espa,0.0
8144,_K8yklYw_i4,UCxPTiAuAIS8OI4Lcv4_nbZg,Un rey acabado.,[0. 0. 0. ... 0. 0. 0.],acabado,0.0
8145,_K8yklYw_i4,UCOn1pJBwsTsxp7z1FK9hYUQ,"Y lo que ha dicho el Rey de los jóvenes que se identifican con Leonor, es vivir en las nubes. Nuestros jóvenes que tienen un futuro laboral oscuro, cuyas familias, muchas, no llegan a fin de mes,     es imposible que se identifiquen con Leonor a la que han regalado sus padres unos pendientes de 2000 € en su18 cumpleaños,  una joven que tiene acceso a todo lo que quiere y  a la que todo se le ha facilitado .",[0. 0. 0. ... 0. 0. 0.],dicho vene identifican leonor vivir nube vene futuro labor oscuro cuya familia mucha llegan impos identifiquen leonor regalado padr pendient cumplea joven acceso quier facilitado,0.0
8146,_K8yklYw_i4,UCOn1pJBwsTsxp7z1FK9hYUQ,"Felipe VI sigue la agenda 2030. Nada, esta agenda es un vende humos pues no se va a cumplir.",[0. 0. 0. ... 0. 0. 0.],felip sigu agenda agenda vend humo pue cumplir,0.0
8147,_K8yklYw_i4,UCwPSVEuu3qRxiErXFVRUDhg,"Josué, amigo, la Monarquía no se instauró en 1978 (fue Constitución actual), sino tras la muerte de Franco en 1975. Y Sánchez no es un producto de 1978, sino, al revés, un agente contra la Constitución, 1978. Y olvidáis que un discurso del actual Monarca, Felipe VI, por su discurso el 3 de octubre de 1917.",[0. 0. 0. ... 0. 0. 0.],josu amigo monarqu instaur constituci actual sino tra muert franco nchez producto sino agent constituci olvid discurso actual monarca felip discurso octubr,0.0
8148,_K8yklYw_i4,UCr5k-SWb_Ns3d2zmja3wyIQ,Felipe VI ¿Para esto? 🤬,[0. 0. 0. ... 0. 0. 0.],felip,0.0
8149,_K8yklYw_i4,UC8Vpu4t0lGb16BmI5G-iJqw,"El expresidente del Tribunal Constitucional, Francisco Pérez de los Cobos, afirma en el Congreso de los Diputados que la amnistía carece de encaje constitucional",[0. 0. 0. ... 0. 0. 0.],expresident tribun constitucion francisco cobo afirma congreso diputado amnist carec encaj constitucion,0.0
8150,_K8yklYw_i4,UCCZRP-4c8Pnf5sj6OOOTRGw,"0:17: 👑 El video critica la actitud del rey Felipe VI y el régimen del 78.
4:49: 🔍 El discurso de Ferras está generando ilusión y rompiendo esquemas al cuestionar el sistema y llamar la atención sobre la violencia estatal.
9:26: 🤔 Macarena ha leído mal el tema de Ferras y su inquina contra Box, lo que ha afectado su percepción de los manifestantes.
14:14: 🇪🇸 El rey de España parece preocuparse solo por su propio futuro, mientras que la derecha se enfoca en la convivencia y estabilidad política.
19:06: 🇪🇸 Personas trabajando para salvar a España de los errores y la dictadura de Pedro Sánchez.
24:24: 🇪🇸 El video discute la situación política en España y la Constitución del 78.
29:01: 🛐 El video trata sobre la influencia de la religión católica en la identidad nacional y la lucha por la libertad de expresión religiosa en un estado laico.
34:29: 🎙️ Entrevista con Javier Igartua, víctima del terrorismo, en un programa de testimonios.
38:54: 😢 El video habla sobre un atentado de ETA en 1979 donde asesinaron a un guardia civil y a su pareja embarazada.
43:23: 😔 El hablante expresa su frustración por haber sido víctima del terrorismo y no sentirse defendido por los políticos.
48:08: 🗣️ Discusión sobre el indulto a un político y gustos musicales.
Resumen por Tammy AI",[0. 0. 0. ... 0. 0. 0.],video critica actitud felip gimen discurso ferra generando ilusi rompiendo esquema cuestionar sistema llamar atenc violencia estat macarena tema ferra inquina afectado percepci manifestant espa parec preocupars solo propio futuro mientra derecha enfoca convivencia estabilidad tica persona trabajando salvar espa error dictadura pedro nchez video discut situaci tica espa constituci video trata influencia religi lica identidad nacion lucha libertad expresi religiosa laico entrevista javier igartua ctima terrorismo programa testimonio video habla atentado asesinaron guardia civil pareja embarazada hablant expresa frustraci haber sido ctima terrorismo sentirs defendido tico discusi indulto tico gusto musical resumen tammi,0.0
8151,_K8yklYw_i4,UCWIistO043-zSMnEw253PJg,El Rey tiene mas clase que todos ellos,[0. 0. 0. ... 0. 0. 0.],clase,0.0
8152,_K8yklYw_i4,UCpr24QsICq_2BVd8UDrUjMA,Yo no creo no creo que el PP vaya a hacer eso con puigdemont porque puigdemont hay que mandarlo a paseo y que no vuelva a España me parecería muy mal que el señor feijóo hiciera hablar con pude nou me parecería muy mal porque los votantes tenemos derecho a defender lo que hemos votado,[0. 0. 0. ... 0. 0. 0.],creo creo vaya hacer puigdemont puigdemont mandarlo paseo vuelva espa parec feij hiciera hablar pude parec votant derecho defend votado,0.0
8154,_K8yklYw_i4,UCpr24QsICq_2BVd8UDrUjMA,Por suerte las personas que somos creyentes y no podemos ir a la iglesia oímos por la televisión la misa con devoción y por suerte también la podemos oír en el móvil porque somos creyentes llamamos a Dios y los que no sea un creyente para qué van a visitar al papá a poner caras buena si no no son creyentes para que van a visitar si cerrara las iglesias saldríamos todos a la calle todos que amamos a Dios y somos creyentes saldríamos todos a la calle aunque fueran silla de ruedas aunque fuera de rodilla y aunque fuera como fuera iríamos,[0. 0. 0. ... 0. 0. 0.],suert persona creyent podemo iglesia televisi misa devoci suert tambi podemo creyent llamamo dio creyent visitar poner cara buena creyent visitar cerrara iglesia saldr amo call amamo dio creyent saldr amo call aunqu silla rueda aunqu rodilla aunqu amo,0.0
8155,_K8yklYw_i4,UCDeDjibbsri2wMVZsbOh2jg,Quien controla a estos periodistas carroñeros??,[0. 0. 0. ... 0. 0. 0.],controla periodista carro ero,0.0
8156,SoZAxqy4PJ0,UC7n1ui9RAj25NO_F4GWydhg,✅ Todas mis Lecturas Susurradas AQUÍ 👉 https://bit.ly/3AJ2Fnt 📖,[0. 0. 0. ... 0. 0. 0.],toda lectura susurrada http,0.0
8157,SoZAxqy4PJ0,UCQlTZTPYmHGuTuKimgFWZQQ,"Te puedes creer que tengo este libro pendiente? Gran vídeo, espero que llegue muy muy lejos ❤",[0. 0. 0. ... 0. 0. 0.],pued creer libro pendient gran espero llegu lejo,0.0
8159,SoZAxqy4PJ0,UCmbUSMLfoPmgDV1M43b65Zg,"Amo, amo este canal de ASMR ❤",[0. 0. 0. ... 0. 0. 0.],canal asmr,0.0
8163,A8J9GFQD2wQ,UCH7mu3n5lft7uppcjeGAvbg,"Meta en la caja de las pensiones antes de que quiebre los
15.000.000.000 € + todo lo que nos van a costar sus 7 votos",[0. 0. 0. ... 0. 0. 0.],meta caja pension quiebr costar voto,0.0
8170,A8J9GFQD2wQ,UC9RqaizRt9U5u1jZqpGF_xQ,¡Desde el 23 de julio (y su rendición ante el delincuente PUIGDEMONT)... el PSOE no puede ya hablar de DEMOCRACIA!,[0. 0. 0. ... 0. 0. 0.],julio rendici delincuent puigdemont psoe pued hablar democracia,0.0
8172,A8J9GFQD2wQ,UCmJp0Xzzt7OCg3IW_nQvYNQ,Todos por españa,[0. 0. 0. ... 0. 0. 0.],espa,0.0
8174,A8J9GFQD2wQ,UCwpjamuqSWXdiORSiE5s2gA,Por las buenas no se van a ir.,[0. 0. 0. ... 0. 0. 0.],buena,0.0
8175,A8J9GFQD2wQ,UCjiXVFuc0YKwSJpvCtvUXdg,"Los patriotas no estamos con el PP,pp= PSOE .",[0. 0. 0. ... 0. 0. 0.],patriota psoe,0.0
8176,A8J9GFQD2wQ,UCvu4B2f3sWgtbiqIYn4WYlQ,"El mediador fue embajador a las órdenes del ex presidente salvadoreño y líder del Frente Furabundo Martí ( guerrilla salvadoreña) don Mauricio Funes . El señor Funes es prófugo de la justicia de El Salvador , país democrático,  el mediador es hombre de confianza de Funes y habría que ver incluso si lo busca la justicia de El Salvador , no es un mediador neutral sino más bien un lacayo de Maduro y de Zapatero . Revolución para un país libre y cárcel a electos delincuentes y corruptos 💪🏽💪🏽🇪🇸🇪🇸🆘️",[0. 0. 0. ... 0. 0. 0.],mediador embajador rdene president salvador frent furabundo mart guerrilla salvador mauricio fune fune fugo justicia salvador democr tico mediador hombr confianza fune habr incluso busca justicia salvador mediador neutral sino bien lacayo maduro zapatero revoluci libr rcel electo delincuent corrupto,0.0
8179,N9e-Hz945ko,UC_L4xj9YcNQgbsec3SAahmQ,Buenos días !!!,[0. 0. 0. ... 0. 0. 0.],bueno,0.0
8183,EEQ0qOyvP3k,UCugowSMqJUpG4cyImDY2Isg,eso calienta...ni. que te arrimarán el fierro...en el esfinter andres !! Tal como es,[0. 0. 0. ... 0. 0. 0.],calienta arrimar fierro esfint andr,0.0
8186,EEQ0qOyvP3k,UC0sohhgjdnJuJoDrYRJtuFQ,La educacion comienza desde casa  x q culpar a otros,[0. 0. 0. ... 0. 0. 0.],educacion comienza casa culpar,0.0
